,Full Username,Date of Tweet,Number of Replies,Total Engagements,cleaned tweet,sentiment text,sentiment_prob,tags,outlier_merged,merged_label,merged_description
138,@enyola,2025-03-29,0,0.0,"Grok is the most unintelligent AI model in the market. The way Grok drops wrong information with confidence . Tinubu and BRT in the same sentence . Grok, which year did BRK commence operation in Lagos and who was the governor at the time?",negative,0.842889488,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
139,Teejay 2 �������,2025-05-30,0,1.0,"God will heal jidedisu I wished he could list 5 visionary achievements of any candidate that has been contributing to our economy. Lagos IGR Template. Lekki Seaport. Lekki Free Trade Zone. Eko Atlantic City. LCDA Creation. BRT, LASTMA, LAWMA, LAMATA and Others.",positive,0.726474464,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
140,GistReel.Com,2025-05-30,0,0.0,A man was confronted inside a Lagos BRT bus after allegedly stealing from a passenger.,negative,0.72658968,"CRIME, STAFF",3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
141,Web3 Tatafo ����,2025-05-30,1,1.0,Drama in Lagos BRT as man is caught allegedly stealing from fellow passenger,negative,0.768667042,CRIME,3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
142,Byte Peter,2025-05-30,0,0.0,BRT will soon cause accident in this Lagos. They have their own lane for God's sake !! Why put others at risk!!!!,negative,0.935534775,SUGGESTION,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
143,Saga,2025-05-26,22,280.0,"I redesigned the Lagos transport app The original UI was clunky and confusing, not what daily commuters deserve. So I gave it a fresh and modern upgrade. Cowry is a transport payment app Lagos commuters use for BRT, trains, and top-ups. The last frame is the Original. ",neutral,0.697774231,SUGGESTION,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
144,Mr T. M Bichi,2025-05-28,25,332.0,"Dear Kyusufabba, This is what our class mate LAGOS is doing in the area mass transportation to the ease movement in the mega city. They have graduated from BRT buses using diesel to modern electric buses that can fit into any modern society. They have successfully built world",positive,0.912584186,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
145,CaraxesVhagar DLP ���,2025-05-26,1,3.0,I love this narrative. Serves Ndi Igbo who carry everything including things which don't concern them on their heads right. Knights in Shinning Armor. They claimed that Igbos ransacked the Oba's palace and burnt BRT buses in a bid to destabilize Lagos during endsars yet that,neutral,0.502366722,OTHERS,10,"Corruption, Mismanagement & Public Trust Deficit","This topic reveals public distrust and allegations of corruption within LAMATA and other transport agencies. It includes accusations of fraudulent projects, lack of transparency in BRT operations, and calls for accountability, often framing these issues as systemic failures."
146,Asiwaju,2025-05-24,0,22.0,"There's literally solar and electric BRT you dumbfuck. You silly idiots hate Lagos with every of your breath. You won't leave Lagos to Abia, you won't let Lagos indigene's live in peace. You inferior peace of trash people",negative,0.938997149,OTHERS,-1,Noise,Noise
147,IMALO,2025-05-25,0,2.0,Their ���������working governor.��������� Stupid animals from the God forsaken backward region Atole picture of Lagos BRT and attached it to thei,negative,0.955821872,OTHERS,9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
148,Comedian Acapella,2025-05-25,0,0.0,"You don���������t want to dare cross my path. You indoor lawyer. The silly tweet that downplayed the effort of a working governor from another region isn���������t an agenda. 2 electric buses that was launched since 2023 till date, naim be electric buses full Lagos. L",negative,0.762461066,OTHERS,-1,Noise,Noise
149,Jerry Esq.,2025-05-26,0,2.0,"This thing you people are doing doesn���������t make sense. You���������re not going to turn Lagos to a hotbed of division and violence. And yes, they���������",negative,0.84481591,OTHERS,-1,Noise,Noise
150,Lagos Post Online,2025-05-25,0,0.0,JUST IN: Court Sentences Lagos BRT Driver To Death By Hanging For Killing Bamise lagospostng.com/just-in-court-.,neutral,0.599933565,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
151,Seyi,2025-05-25,0,0.0,"Next week, you'll probably deny BRT exists in Lagos. Were some of you from the SE born retarded, or what? Ffs",negative,0.90545845,LEGAL,-1,Noise,Noise
152,statsfrica,2025-05-24,0,26.0,African Cities with BRT - Bus Rapid Transit 1. Cape Town 2. George 3. Johannesburg 4. Pretoria 5. Polokwane 6. Rustenburg 7. Ekurhuleni 8. Dar es Salaam 9. Marrakech 10. Casablanca 11. Dakar 12. Cairo 13. Lagos ,neutral,0.943535686,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
